id,predominant_stress,miner,rust,phoma,cercospora,severity
176,0,0,0,0,0,0
177,0,0,0,0,0,0
178,0,0,0,0,0,0
179,0,0,0,0,0,0
180,0,0,0,0,0,0
181,0,0,0,0,0,0
182,0,0,0,0,0,0
183,0,0,0,0,0,0
184,0,0,0,0,0,0
185,0,0,0,0,0,0
186,0,0,0,0,0,0
187,0,0,0,0,0,0
188,0,0,0,0,0,0
189,0,0,0,0,0,0
190,0,0,0,0,0,0
191,0,0,0,0,0,0
192,0,0,0,0,0,0
193,0,0,0,0,0,0
194,0,0,0,0,0,0
195,0,0,0,0,0,0
196,0,0,0,0,0,0
197,0,0,0,0,0,0
198,0,0,0,0,0,0
199,0,0,0,0,0,0
200,0,0,0,0,0,0
201,0,0,0,0,0,0
202,0,0,0,0,0,0
203,0,0,0,0,0,0
204,0,0,0,0,0,0
205,0,0,0,0,0,0
206,0,0,0,0,0,0
207,0,0,0,0,0,0
208,0,0,0,0,0,0
209,0,0,0,0,0,0
210,0,0,0,0,0,0
211,0,0,0,0,0,0
212,1,1,0,0,0,1
213,1,1,0,0,0,1
214,1,1,0,0,0,1
215,1,1,0,0,0,1
216,1,1,0,0,0,1
217,1,1,0,0,0,1
218,1,1,0,0,0,1
219,1,1,0,0,0,2
220,1,1,0,0,0,1
221,1,1,0,0,0,1
222,1,1,0,0,0,1
223,1,1,0,0,0,1
224,1,1,0,0,0,1
225,1,1,0,0,0,2
226,1,1,0,0,0,1
227,1,1,0,0,0,2
228,1,1,0,0,0,1
229,1,1,0,0,0,1
230,1,1,0,0,1,3
231,0,0,0,0,0,0
232,3,0,0,1,0,2
233,3,0,0,1,0,1
234,3,0,0,1,0,3
235,3,0,0,1,0,2
236,3,0,0,1,0,1
237,3,0,0,1,0,1
238,3,0,0,1,0,1
239,3,0,0,1,0,1
240,3,0,0,1,0,1
241,3,0,0,1,0,2
242,3,0,0,1,0,2
243,3,0,0,1,0,3
244,3,0,0,1,0,2
245,3,0,0,1,0,1
246,3,0,0,1,0,2
247,3,0,0,1,0,1
248,3,0,0,1,0,1
249,3,0,0,1,0,2
250,3,0,0,1,0,2
251,3,0,0,1,0,1
252,3,0,0,1,0,2
253,3,0,0,1,0,2
254,3,0,0,1,0,3
255,3,0,0,1,0,2
256,3,0,0,1,0,3
257,3,0,0,1,0,2
258,3,0,0,1,0,2
259,3,0,0,1,0,1
260,3,0,0,1,0,1
261,3,0,0,1,0,1
262,3,0,0,1,0,1
263,3,0,0,1,0,2
264,3,0,0,1,0,1
265,3,0,0,1,0,2
266,3,0,0,1,0,1
267,3,0,0,1,0,1
268,3,0,0,1,0,1
269,3,0,0,1,0,4
270,3,0,0,1,0,1
271,3,0,0,1,0,1
272,3,0,0,1,0,2
273,3,0,0,1,0,2
274,3,0,0,1,0,1
275,3,0,0,1,0,1
276,3,0,0,1,0,1
277,3,0,0,1,0,1
278,3,0,0,1,0,1
279,3,0,0,1,0,1
280,3,0,0,1,0,1
281,3,0,0,1,0,1
282,3,0,0,1,0,1
283,3,0,0,1,0,3
284,3,0,0,1,0,1
285,3,0,0,1,0,2
286,3,0,0,1,0,1
287,3,0,0,1,0,2
288,3,0,0,1,0,2
289,3,0,0,1,0,1
290,3,0,0,1,0,2
291,3,0,0,1,0,1
292,3,0,0,1,0,2
293,3,0,0,1,0,2
294,3,0,0,1,0,2
295,3,0,0,1,0,3
296,3,0,0,1,0,1
297,3,0,0,1,0,2
298,3,0,0,1,0,2
299,3,0,0,1,0,2
300,3,0,0,1,0,3
301,3,0,0,1,0,3
302,3,0,0,1,0,2
303,3,0,0,1,0,1
304,3,0,0,1,0,2
305,3,0,0,1,0,1
306,3,0,0,1,0,2
307,3,0,0,1,0,1
308,3,0,0,1,0,2
309,3,0,0,1,0,4
310,3,0,0,1,0,3
311,3,0,0,1,0,1
312,3,0,0,1,0,1
313,3,0,0,1,0,1
314,3,0,0,1,0,1
315,3,0,0,1,0,2
316,3,0,0,1,0,1
317,3,0,0,1,0,1
318,3,0,0,1,0,3
319,3,0,0,1,0,2
320,3,0,0,1,0,2
321,3,0,0,1,0,4
322,3,0,0,1,0,2
323,3,0,0,1,0,3
324,3,0,0,1,0,1
325,3,0,0,1,0,1
326,3,0,0,1,0,2
327,3,0,0,1,0,3
328,3,0,0,1,0,2
329,3,0,0,1,0,1
330,3,0,0,1,0,1
331,3,0,0,1,0,2
332,3,0,0,1,0,1
333,3,0,0,1,0,1
334,3,0,0,1,0,2
335,3,0,0,1,0,1
336,3,0,0,1,0,3
337,3,0,0,1,0,1
338,3,0,0,1,0,1
339,3,0,0,1,0,2
340,3,0,0,1,0,1
341,3,0,0,1,0,1
342,3,0,0,1,0,1
343,3,0,0,1,0,1
344,3,0,0,1,0,1
345,3,0,0,1,0,2
346,3,0,0,1,0,1
347,3,0,0,1,0,1
348,3,0,0,1,0,1
349,3,0,0,1,0,1
350,3,0,0,1,0,3
351,3,0,0,1,0,1
352,3,0,0,1,0,1
353,3,0,0,1,0,2
354,3,0,0,1,0,1
355,3,0,0,1,0,2
356,3,0,0,1,0,1
357,3,0,0,1,0,2
358,3,0,0,1,0,1
359,3,0,0,1,0,1
360,3,0,0,1,0,1
361,3,0,0,1,0,1
362,3,0,0,1,0,4
363,3,0,0,1,0,1
364,3,0,0,1,0,3
365,3,0,0,1,0,1
366,3,0,0,1,0,1
367,3,0,0,1,0,1
368,3,0,0,1,0,1
369,3,0,0,1,0,4
370,3,0,0,1,0,1
371,3,0,0,1,0,3
372,3,0,0,1,0,2
373,3,0,0,1,0,1
374,3,0,0,1,0,1
375,3,0,0,1,0,1
376,3,0,0,1,0,1
377,3,0,0,1,0,3
378,3,0,0,1,0,1
379,3,0,0,1,0,2
380,3,0,0,1,0,1
381,3,0,0,1,0,1
382,3,0,0,1,0,1
383,3,0,0,1,0,2
384,3,0,0,1,0,1
385,3,0,0,1,0,1
386,3,0,0,1,0,1
387,3,0,0,1,0,2
388,3,0,0,1,0,3
389,3,0,0,1,0,1
390,3,0,0,1,0,1
391,3,0,0,1,0,4
392,3,0,0,1,0,1
393,3,0,0,1,0,1
394,3,0,0,1,0,1
395,3,0,0,1,0,1
396,3,0,0,1,0,1
397,3,0,0,1,0,1
398,3,0,0,1,0,2
399,3,0,0,1,0,1
400,3,0,0,1,0,2
401,3,0,0,1,0,1
402,3,0,0,1,0,1
403,3,0,0,1,0,2
404,3,0,0,1,0,2
405,3,0,0,1,0,3
406,3,0,0,1,0,1
407,3,0,0,1,0,2
408,3,0,0,1,0,2
409,3,0,0,1,0,4
410,3,0,0,1,0,1
411,3,0,0,1,0,1
412,3,0,0,1,0,2
413,3,0,0,1,0,1
414,3,0,0,1,0,3
415,3,0,0,1,0,2
416,3,0,0,1,0,1
417,3,0,0,1,0,1
418,3,0,0,1,0,1
419,3,0,0,1,0,2
420,3,0,0,1,0,1
421,3,0,0,1,0,2
422,3,0,0,1,0,1
423,3,0,0,1,0,1
424,3,0,0,1,0,2
425,3,0,0,1,0,1
426,3,0,0,1,0,1
427,3,0,0,1,0,2
428,3,0,0,1,0,1
429,3,0,0,1,0,4
430,3,0,0,1,0,1
431,3,0,0,1,0,1
432,3,0,0,1,0,2
433,3,0,0,1,0,1
434,3,0,0,1,0,2
435,3,0,0,1,0,1
436,3,0,0,1,0,2
437,3,0,0,1,0,1
438,3,0,0,1,0,1
439,4,0,0,0,1,1
440,3,0,0,1,0,1
441,3,0,0,1,0,1
442,3,0,0,1,0,1
443,3,0,0,1,0,2
444,3,0,0,1,0,1
445,3,0,0,1,0,1
446,0,0,0,0,0,0
447,1,1,0,0,0,1
448,3,0,0,1,0,4
449,3,0,0,1,0,1
450,3,0,0,1,0,1
451,3,0,0,1,1,2
452,3,0,0,1,0,1
453,3,0,0,1,0,1
454,3,0,0,1,0,1
455,3,0,0,1,0,1
456,3,0,0,1,0,2
457,3,0,0,1,0,1
458,3,0,0,1,0,2
459,3,0,0,1,0,1
460,3,0,0,1,0,1
461,3,0,0,1,0,3
462,3,0,0,1,0,1
463,3,0,0,1,0,1
464,3,0,0,1,0,1
465,3,0,0,1,0,1
466,4,0,0,0,1,1
467,3,0,1,1,0,1
468,3,0,0,1,0,1
469,3,0,0,1,0,1
470,3,0,0,1,0,1
471,3,0,0,1,0,1
472,3,0,0,1,0,2
473,3,0,0,1,0,2
474,3,0,0,1,1,2
475,3,0,0,1,0,1
476,3,0,0,1,0,1
477,3,0,0,1,0,1
478,3,0,0,1,0,2
479,3,0,0,1,0,1
480,3,0,0,1,0,1
481,3,0,0,1,0,2
482,3,0,0,1,0,2
483,3,0,0,1,0,2
484,3,0,0,1,0,2
485,3,0,0,1,0,1
486,3,0,0,1,0,1
487,3,0,0,1,0,3
488,3,0,0,1,0,2
489,3,0,0,1,0,1
490,3,0,0,1,0,1
491,3,0,0,1,0,1
492,3,0,0,1,0,4
493,3,0,0,1,0,1
494,4,0,0,0,1,1
495,3,0,0,1,0,2
496,3,0,0,1,0,3
497,3,0,0,1,0,1
498,3,0,0,1,0,2
499,3,0,0,1,0,1
500,3,0,0,1,0,1
501,3,0,0,1,0,1
502,3,0,0,1,0,4
503,3,0,0,1,0,1
504,4,0,0,1,1,1
505,3,0,0,1,0,3
506,3,0,0,1,0,3
507,3,0,0,1,0,4
508,3,0,0,1,0,2
509,3,0,0,1,0,2
510,3,0,0,1,0,1
511,3,0,0,1,0,2
512,3,0,0,1,0,1
513,3,0,0,1,0,2
514,3,0,0,1,0,1
515,3,0,0,1,0,1
516,3,0,0,1,0,1
517,4,0,0,0,1,1
518,3,0,0,1,0,1
519,3,0,0,1,0,1
520,3,0,0,1,0,1
521,3,0,0,1,0,1
522,2,0,1,0,0,3
523,3,0,0,1,0,2
524,3,0,0,1,0,2
525,4,0,0,0,1,1
526,3,0,0,1,1,2
527,2,0,1,0,0,1
528,3,0,0,1,0,1
529,3,0,0,1,0,1
530,3,0,0,1,0,1
531,3,0,0,1,0,1
532,3,0,0,1,0,1
533,3,0,0,1,0,4
534,3,0,0,1,0,2
535,4,0,0,1,1,2
536,3,0,0,1,1,3
537,3,0,0,1,0,2
538,3,0,0,1,0,1
539,3,0,0,1,0,3
540,3,0,0,1,0,2
541,3,0,0,1,0,1
542,3,0,0,1,0,1
543,3,0,0,1,0,2
544,3,0,0,1,0,4
545,3,0,0,1,0,1
546,3,0,0,1,0,1
547,3,0,0,1,0,4
548,3,0,0,1,0,2
549,3,0,0,1,0,4
550,3,0,0,1,0,3
551,3,0,0,1,0,3
553,3,0,0,1,0,1
554,3,0,0,1,0,2
555,4,0,0,0,1,1
556,3,0,0,1,0,2
557,3,0,0,1,0,1
558,2,0,1,0,0,1
559,3,0,0,1,0,2
560,2,0,1,0,0,1
561,2,1,1,0,0,4
562,4,0,1,0,1,1
