id,predominant_stress,miner,rust,phoma,cercospora,severity
733,2,1,1,0,0,4
734,0,0,0,0,0,0
735,1,1,0,0,1,2
736,0,0,0,0,0,0
737,1,1,0,0,0,1
738,2,0,1,0,1,2
739,2,1,1,0,0,1
740,0,0,0,0,0,0
741,0,0,0,0,0,0
742,4,0,0,0,1,1
744,1,1,0,0,0,1
745,0,0,0,0,0,0
746,2,1,1,0,0,2
747,0,0,0,0,0,0
748,1,1,0,0,0,2
749,2,0,1,0,0,1
750,0,0,0,0,0,0
751,2,0,1,0,0,2
752,0,0,0,0,0,0
753,4,0,0,0,1,1
754,1,1,0,0,0,1
755,1,1,0,0,0,2
756,2,1,1,0,0,3
757,1,1,0,0,0,1
758,0,0,0,0,0,0
759,0,0,0,0,0,0
760,2,0,1,0,0,1
761,1,1,0,0,0,1
762,1,1,0,0,0,1
763,0,0,0,0,0,0
764,2,0,1,0,0,1
765,1,1,0,0,0,1
766,0,0,0,0,0,0
767,1,1,0,0,0,1
768,1,1,0,0,0,1
769,2,0,1,0,0,2
770,1,1,0,0,0,1
771,1,1,0,0,0,1
772,2,0,1,0,1,1
773,0,0,0,0,0,0
774,1,1,0,0,0,1
775,0,0,0,0,0,0
776,0,0,0,0,0,0
777,4,0,0,0,1,1
778,0,0,0,0,0,0
779,1,1,0,0,0,1
780,0,0,0,0,0,0
781,0,0,0,0,0,0
782,1,1,0,0,0,1
783,1,1,1,0,0,1
784,1,1,0,0,0,1
785,2,0,1,0,0,2
786,1,1,0,0,0,2
787,2,0,1,0,0,1
788,2,0,1,0,0,1
789,0,0,0,0,0,0
790,1,1,0,0,0,1
791,1,1,0,0,0,2
792,0,0,0,0,0,0
793,0,0,0,0,0,0
794,1,1,1,0,0,3
795,1,1,0,0,0,1
796,2,1,1,0,0,3
797,1,1,0,0,0,1
798,2,0,1,0,0,1
799,1,1,1,0,0,3
800,1,1,0,0,0,2
801,2,0,1,0,0,4
802,1,1,0,0,0,1
803,0,0,0,0,0,0
804,2,0,1,0,0,1
805,2,1,1,0,0,4
806,2,0,1,0,0,4
807,1,1,0,0,0,3
808,1,1,0,0,0,1
809,2,0,1,0,0,2
810,0,0,0,0,0,0
811,3,0,0,1,0,3
812,2,1,1,0,0,2
813,2,0,1,0,0,1
814,2,0,1,0,1,1
815,0,0,0,0,0,0
816,0,0,0,0,0,0
817,1,1,1,0,0,1
818,2,0,1,0,0,1
819,1,1,0,0,0,1
820,2,0,1,0,0,1
821,1,1,0,0,0,1
822,1,1,0,0,0,2
823,2,0,1,0,0,3
824,0,0,0,0,0,0
825,0,0,0,0,0,0
826,0,0,0,0,0,0
827,0,0,0,0,0,0
828,1,1,0,0,0,1
829,4,0,0,0,1,1
830,0,0,0,0,0,0
831,0,0,0,0,0,0
832,2,0,1,0,0,2
833,0,0,0,0,0,0
834,1,1,0,0,0,1
835,1,1,0,0,0,1
836,1,1,0,0,0,1
837,0,0,0,0,0,0
838,1,1,0,0,0,1
839,1,1,0,0,0,2
840,1,1,0,0,0,1
841,0,0,0,0,0,0
842,0,0,0,0,0,0
843,1,1,1,0,0,2
844,1,1,0,0,0,1
845,0,0,0,0,0,0
846,1,1,0,0,1,1
847,2,0,1,0,0,1
848,0,0,0,0,0,0
849,1,1,1,0,0,1
850,1,1,0,0,0,1
851,1,1,0,0,0,1
852,0,0,0,0,0,0
853,0,0,0,0,0,0
854,0,0,0,0,0,0
855,1,1,0,0,0,1
856,1,1,0,0,0,2
857,1,1,0,0,0,2
858,2,0,1,0,0,1
859,2,0,1,0,0,1
860,1,1,0,0,0,1
861,1,1,0,0,0,1
862,1,1,0,0,1,1
863,4,0,0,0,1,1
864,1,1,0,0,0,2
865,2,0,1,0,0,1
866,0,0,0,0,0,0
867,1,1,0,0,0,1
868,1,1,0,0,0,1
869,1,1,1,0,0,2
870,1,1,1,0,0,2
871,1,1,0,0,0,2
872,1,1,0,0,0,2
873,1,1,0,0,0,1
874,1,1,0,0,0,1
875,1,1,0,0,0,3
876,1,1,0,0,0,2
877,0,0,0,0,0,0
878,2,0,1,0,0,1
879,0,0,0,0,0,0
880,2,0,1,0,0,1
881,2,0,1,0,0,2
882,2,0,1,0,0,1
883,2,0,1,0,0,1
884,0,0,0,0,0,0
885,2,0,1,0,1,1
886,0,0,0,0,0,0
887,1,1,0,0,0,1
888,1,1,0,0,0,1
889,4,0,0,0,1,1
890,2,1,1,0,0,2
891,0,0,0,0,0,0
892,1,1,0,0,0,1
893,1,1,0,0,0,2
894,1,1,0,0,0,2
895,1,1,0,0,0,2
896,1,1,0,0,0,2
897,2,1,1,0,0,4
898,1,1,0,0,0,1
899,2,0,1,0,0,2
900,1,1,0,0,0,3
901,1,1,0,0,1,2
902,1,1,0,0,1,1
903,1,1,0,0,0,3
904,0,0,0,0,0,0
905,1,1,0,0,0,1
906,1,1,0,0,0,1
907,1,1,0,0,0,2
908,1,1,0,0,0,2
909,0,0,0,0,0,0
910,1,1,1,0,0,1
911,0,0,0,0,0,0
912,2,1,1,0,0,2
913,0,0,0,0,0,0
914,1,1,0,0,0,3
915,0,0,0,0,0,0
916,1,1,0,0,0,1
917,4,0,0,0,1,1
918,4,0,0,0,1,1
919,0,0,0,0,0,0
920,1,1,0,0,0,2
921,0,0,0,0,0,0
922,1,1,0,0,0,1
923,1,1,0,0,0,2
924,0,0,0,0,0,0
926,1,1,0,0,0,2
927,2,0,1,0,0,1
928,2,0,1,0,0,2
929,1,1,0,0,0,1
930,4,0,0,0,1,1
931,1,1,0,0,0,2
932,1,1,0,0,0,1
933,0,0,0,0,0,0
934,0,0,0,0,0,0
935,0,0,0,0,0,0
936,0,0,0,0,0,0
937,0,0,0,0,0,0
938,0,0,0,0,0,0
939,0,0,0,0,0,0
940,0,0,0,0,0,0
941,0,0,0,0,0,0
942,0,0,0,0,0,0
943,0,0,0,0,0,0
944,0,0,0,0,0,0
945,0,0,0,0,0,0
946,0,0,0,0,0,0
947,0,0,0,0,0,0
948,0,0,0,0,0,0
949,0,0,0,0,0,0
950,0,0,0,0,0,0
951,0,0,0,0,0,0
952,0,0,0,0,0,0
953,0,0,0,0,0,0
954,0,0,0,0,0,0
955,0,0,0,0,0,0
956,0,0,0,0,0,0
957,0,0,0,0,0,0
958,0,0,0,0,0,0
959,0,0,0,0,0,0
960,0,0,0,0,0,0
961,0,0,0,0,0,0
962,0,0,0,0,0,0
963,0,0,0,0,0,0
964,0,0,0,0,0,0
965,0,0,0,0,0,0
966,0,0,0,0,0,0
967,0,0,0,0,0,0
968,0,0,0,0,0,0
969,0,0,0,0,0,0
970,0,0,0,0,0,0
971,0,0,0,0,0,0
972,0,0,0,0,0,0
973,0,0,0,0,0,0
974,0,0,0,0,0,0
975,0,0,0,0,0,0
976,0,0,0,0,0,0
977,0,0,0,0,0,0
978,0,0,0,0,0,0
979,0,0,0,0,0,0
980,0,0,0,0,0,0
981,0,0,0,0,0,0
982,0,0,0,0,0,0
983,0,0,0,0,0,0
984,0,0,0,0,0,0
985,0,0,0,0,0,0
986,0,0,0,0,0,0
987,0,0,0,0,0,0
988,0,0,0,0,0,0
989,0,0,0,0,0,0
990,0,0,0,0,0,0
991,0,0,0,0,0,0
992,0,0,0,0,0,0
993,0,0,0,0,0,0
994,0,0,0,0,0,0
995,0,0,0,0,0,0
996,3,0,0,1,0,1
997,1,1,0,0,0,1
998,0,0,0,0,0,0
999,0,0,0,0,0,0
1000,1,1,0,0,0,1
1001,0,0,0,0,0,0
1002,1,1,0,0,0,1
1003,1,1,0,0,0,1
1004,1,1,0,0,0,1
1005,1,1,0,0,0,1
1006,0,0,0,0,0,0
1007,0,0,0,0,0,0
1008,2,0,1,0,1,1
1009,2,0,1,0,0,1
1010,1,1,0,0,0,1
1012,1,1,0,0,0,1
1013,4,1,0,0,1,1
1014,1,1,0,0,0,1
1015,1,1,0,0,0,1
1016,4,0,0,0,1,1
1017,1,1,0,0,0,1
1018,2,0,1,0,0,1
1019,1,1,0,0,0,1
1020,1,1,0,0,0,1
1021,1,1,0,0,0,1
1022,2,0,1,0,0,1
1023,1,1,0,0,0,1
1024,1,1,0,0,0,2
1025,1,1,0,0,0,1
1026,1,1,0,0,0,1
1027,2,0,1,0,1,1
1028,1,1,0,0,0,2
1029,1,1,0,0,0,1
1030,1,1,0,0,0,1
1031,1,1,1,0,0,1
1032,1,1,0,0,0,1
1033,1,1,0,0,1,1
1034,2,1,1,0,0,2
1035,1,1,0,0,0,1
1036,2,0,1,0,0,1
1037,0,0,0,0,0,0
1038,1,1,0,0,0,1
1040,1,1,0,0,0,1
1041,1,1,0,0,1,1
1042,1,1,0,0,0,1
1043,1,1,0,0,0,1
1044,1,1,0,0,0,1
1045,4,0,0,0,1,1
1047,0,0,0,0,0,0
1048,0,0,0,0,0,0
1049,0,0,0,0,0,0
1050,1,1,0,0,0,1
1051,1,1,0,0,0,2
1052,2,0,1,0,0,1
1053,1,1,0,0,0,2
1054,0,0,0,0,0,0
1055,1,1,0,0,0,1
1056,1,1,0,0,0,1
1057,1,1,0,0,0,1
1058,1,1,0,0,0,1
1059,1,1,0,0,0,2
1060,2,0,1,0,0,1
1061,1,1,1,0,0,2
1062,1,1,0,0,0,1
1063,1,1,0,0,0,1
1064,1,1,0,0,0,3
1065,4,0,0,0,1,1
1066,0,0,0,0,0,0
1067,4,0,1,0,1,1
1068,1,1,0,0,0,2
1069,0,0,0,0,0,0
1070,1,1,0,0,0,1
1071,0,0,0,0,0,0
1072,1,1,0,0,0,1
1073,1,1,0,0,0,1
1074,1,1,0,0,0,1
1075,1,1,0,0,0,2
1076,0,0,0,0,0,0
1077,1,1,0,0,0,3
1078,1,1,0,0,0,1
1079,2,0,1,0,0,1
1080,2,0,1,0,0,1
1081,0,0,0,0,0,0
1082,1,1,0,0,0,1
1083,4,0,0,0,1,1
1084,0,0,0,0,0,0
1085,2,0,1,0,0,3
1086,1,1,0,0,0,1
1088,1,1,0,0,0,1
1089,0,0,0,0,0,0
1090,4,0,0,0,1,1
1091,4,0,0,0,1,1
1092,1,1,0,0,0,1
1093,0,0,0,0,0,0
1094,2,0,1,0,0,1
1095,2,1,1,0,0,1
1096,1,1,0,0,0,1
1097,1,1,0,0,0,1
1098,1,1,0,0,0,1
1099,1,1,1,0,0,1
1100,1,1,1,0,0,1
1101,4,0,0,0,1,1
1102,1,1,0,0,0,2
1103,2,0,1,0,0,1
1104,1,1,1,0,0,1
1105,0,0,0,0,0,0
1106,1,1,0,0,0,1
1107,1,1,0,0,0,1
1108,1,1,0,0,0,1
1109,1,1,0,0,0,2
1110,0,0,0,0,0,0
1111,2,0,1,0,1,1
1112,2,0,1,0,0,1
1113,1,1,0,0,0,1
1114,1,1,0,0,0,1
1115,0,0,0,0,0,0
1116,0,0,0,0,0,0
1117,1,1,0,0,0,1
1118,0,0,0,0,0,0
1119,1,1,0,0,0,1
1120,1,1,0,0,0,2
1121,1,1,0,0,0,1
1122,2,0,1,0,0,1
1123,1,1,0,0,0,1
1124,0,0,0,0,0,0
1125,2,1,1,0,0,4
1126,1,1,0,0,0,1
1127,0,0,0,0,0,0
1128,1,1,1,0,0,1
1129,1,1,0,0,0,1
1130,1,1,0,0,0,1
1131,1,1,0,0,0,1
1132,1,1,0,0,0,1
1133,1,1,0,0,0,1
1134,0,0,0,0,0,0
1135,1,1,0,0,0,3
1136,1,1,0,0,0,1
